0	0.0 	0.00
1	0.0 	0.00
2	0.0 	0.00
3	0.0 	0.30
4	2.2 	0.69
5	5.0 	0.61
6	6.6 	0.41
7	7.9 	0.57
8	10.7 	0.87
9	14.1 	0.83
10	16.7 	0.36
11	16.7 	-0.01
12	16.6 	0.13
13	17.6 	0.31
14	18.8 	0.19
15	19.0 	-0.05
16	18.5 	-0.14
17	18.0 	-0.01
18	18.4 	0.33
19	20.4 	0.43
20	21.5 	0.14
21	21.4 	-0.13
22	20.5 	-0.30
23	19.3 	-0.35
24	18.0 	-0.13
25	18.3 	0.30
26	20.2 	0.40
27	21.2 	0.07
28	20.7 	-0.31
29	19.0 	-0.56
30	16.6 	-0.45
31	15.8 	-0.15
32	15.6 	0.23
33	17.4 	0.54
34	19.5 	0.50
35	21.0 	0.15
36	20.6 	-0.22
37	19.4 	-0.43
38	17.5 	-0.55
39	15.4 	-0.37
40	14.8 	-0.20
41	14.0 	-0.03
42	14.6 	0.40
43	16.9 	0.55
44	18.6 	0.37
45	19.6 	-0.44
46	15.4 	-1.78
47	6.7 	-2.00
48	1.0 	-0.93
49	0.0 	0.04
50	1.3 	0.88
51	6.3 	1.04
52	8.8 	0.56
53	10.4 	0.34
54	11.3 	0.49
55	13.9 	0.98
56	18.3 	0.71
57	19.0 	0.13
58	19.3 	0.40
59	21.9 	0.80
60	25.0 	0.71
61	27.0 	0.40
62	27.9 	0.01
63	27.1 	0.01
64	28.0 	0.13
65	28.0 	0.12
66	28.8 	0.06
67	28.4 	-0.02
68	28.7 	0.08
69	29.0 	0.04
70	29.0 	0.05
71	29.4 	0.14
72	30.0 	0.20
73	30.8 	0.03
74	30.2 	-0.12
75	30.0 	-0.08
76	29.6 	-0.14
77	29.0 	-0.22
78	28.0 	-0.14
79	28.0 	0.00
80	28.0 	0.14
81	29.0 	0.14
82	29.0 	-0.07
83	28.5 	-0.29
84	26.9 	-0.34
85	26.0 	-0.22
86	25.3 	-0.14
87	25.0 	0.04
88	25.6 	0.28
89	27.0 	0.08
90	26.2 	-0.35
91	24.5 	-0.54
92	22.3 	-0.54
93	20.6 	-0.32
94	20.0 	-0.09
95	20.0 	-0.14
96	19.0 	0.04
97	20.3 	0.49
98	22.5 	0.73
99	25.5 	0.76
100	28.0 	0.66
101	30.2 	0.55
102	31.9 	0.36
103	32.8 	0.01
104	32.0 	-0.22
105	31.3 	-0.25
106	30.2 	-0.57
107	27.2 	-0.84
108	24.1 	-0.80
109	21.4 	-0.70
110	19.1 	-0.47
111	18.0 	-0.16
112	18.0 	0.00
113	18.0 	0.00
114	18.0 	0.12
115	18.9 	0.40
116	20.9 	0.58
117	23.0 	0.52
118	24.6 	0.40
119	25.9 	0.33
120	27.0 	0.47
121	29.3 	0.57
122	31.1 	0.38
123	32.0 	0.12
124	32.0 	-0.01
125	31.9 	0.00
126	32.0 	0.09
127	32.6 	0.14
128	33.0 	0.13
129	33.5 	-0.14
130	32.0 	-0.63
131	29.0 	-1.01
132	24.7 	-1.33
133	19.4 	-1.56
134	13.4 	-1.74
135	6.9 	-1.36
136	3.6 	0.01
137	7.0 	1.33
138	13.2 	1.05
139	14.5 	-0.12
140	12.3 	-0.24
141	12.8 	0.51
142	16.0 	1.03
143	20.3 	1.14
144	24.2 	1.09
145	28.1 	0.80
146	30.0 	0.17
147	29.3 	-0.07
148	29.5 	0.18
149	30.6 	0.31
150	31.7 	0.28
151	32.7 	0.18
152	33.0 	0.19
153	34.0 	0.20
154	34.4 	0.24
155	35.7 	0.23
156	36.1 	0.17
157	37.0 	0.12
158	37.0 	-0.01
159	36.9 	-0.20
160	35.6 	-0.34
161	34.4 	-0.33
162	33.2 	-0.34
163	32.0 	-0.34
164	30.8 	-0.32
165	29.7 	-0.36
166	28.2 	-0.60
167	25.4 	-1.19
168	19.6 	-1.27
169	16.2 	-0.58
170	15.5 	-0.05
171	15.9 	0.29
172	17.5 	0.43
173	19.0 	0.20
174	19.0 	0.07
175	19.5 	0.14
176	20.0 	-0.06
177	19.1 	-0.04
178	19.7 	0.21
179	20.6 	0.27
180	21.7 	0.19
181	22.0 	0.00
182	21.6 	-0.21
183	20.5 	-0.36
184	19.0 	-0.26
185	18.6 	-0.31
186	16.8 	-0.91
187	12.1 	-1.80
188	3.8 	-1.61
189	0.5 	-0.53
190	0.0 	-0.07
191	0.0 	0.02
192	0.2 	0.26
193	1.9 	0.41
194	3.1 	0.80
195	7.6 	1.38
196	13.0 	1.25
197	16.6 	0.55
198	17.0 	0.00
199	16.7 	-0.09
200	16.3 	0.24
201	18.4 	0.75
202	21.7 	0.94
203	25.2 	0.93
204	28.4 	0.77
205	30.7 	0.31
206	30.6 	-0.10
207	30.0 	-0.09
208	30.0 	0.04
209	30.3 	0.26
210	31.9 	0.49
211	33.8 	0.45
212	35.1 	0.27
213	35.7 	0.12
214	36.0 	0.04
215	36.0 	0.00
216	36.0 	-0.03
217	35.8 	-0.19
218	34.7 	-0.34
219	33.4 	-0.23
220	33.0 	0.15
221	34.4 	0.56
222	37.0 	0.63
223	38.9 	0.41
224	39.9 	0.15
225	40.0 	0.01
226	40.0 	0.00
227	40.0 	-0.11
228	39.2 	-0.33
229	37.6 	-0.37
230	36.5 	-0.34
231	35.2 	-0.21
232	35.0 	-0.14
233	34.2 	-0.14
234	34.0 	-0.08
235	33.6 	-0.39
236	31.2 	-0.95
237	26.8 	-1.18
238	22.7 	-1.27
239	17.6 	-1.59
240	11.3 	-1.63
241	5.9 	-1.01
242	4.0 	-0.09
243	5.3 	0.85
244	10.1 	1.14
245	13.5 	0.64
246	14.7 	0.20
247	14.9 	0.42
248	17.8 	0.83
249	20.9 	0.70
250	22.8 	0.43
251	24.0 	0.07
252	23.3 	-0.17
253	22.8 	-0.16
254	22.2 	-0.10
255	22.0 	-0.03
256	22.0 	-0.02
257	21.9 	0.00
258	22.0 	0.11
259	22.6 	0.20
260	23.5 	0.26
261	24.5 	0.31
262	25.7 	0.52
263	28.2 	0.84
264	31.7 	0.97
265	35.2 	0.74
266	37.0 	0.22
267	36.8 	-0.14
268	36.0 	-0.14
269	35.7 	-0.16
270	34.8 	-0.10
271	35.0 	0.18
272	36.1 	0.34
273	37.4 	0.36
274	38.7 	0.33
275	39.8 	0.03
276	38.9 	-0.59
277	35.6 	-1.18
278	30.4 	-1.00
279	28.3 	-0.34
280	28.0 	0.17
281	29.6 	0.56
282	32.1 	0.73
283	34.8 	0.76
284	37.5 	0.59
285	39.0 	0.21
286	39.0 	0.04
287	39.3 	0.14
288	40.0 	0.02
289	39.5 	-0.17
290	38.8 	-0.21
291	38.0 	-0.24
292	37.1 	-0.31
293	35.8 	-0.29
294	35.0 	-0.23
295	34.1 	-0.14
296	34.0 	-0.13
297	33.1 	-0.14
298	33.0 	-0.09
299	32.5 	-0.28
300	31.0 	-0.92
301	25.9 	-1.51
302	20.1 	-0.97
303	18.9 	-0.16
304	19.0 	0.38
305	21.6 	0.72
306	24.2 	0.55
307	25.6 	0.41
308	27.1 	0.50
309	29.2 	0.59
310	31.4 	0.68
311	34.1 	0.73
312	36.6 	0.32
313	36.4 	-0.07
314	36.1 	0.15
315	37.5 	0.44
316	39.3 	0.43
317	40.6 	0.37
318	42.0 	0.34
319	43.0 	0.14
320	43.0 	-0.09
321	42.3 	-0.31
322	40.8 	-0.38
323	39.6 	-0.35
324	38.3 	-0.22
325	38.0 	0.20
326	39.7 	0.45
327	41.3 	0.32
328	42.0 	-0.03
329	41.0 	-0.09
330	41.3 	0.32
331	43.3 	0.53
332	45.1 	0.52
333	47.1 	0.51
334	48.8 	0.42
335	50.1 	0.31
336	51.0 	0.12
337	51.0 	0.00
338	51.0 	0.00
339	51.0 	0.00
340	51.0 	-0.02
341	50.9 	0.03
342	51.2 	0.13
343	51.8 	0.08
344	51.8 	-0.11
345	51.0 	-0.11
346	51.0 	0.00
347	51.0 	-0.13
348	50.1 	-0.34
349	48.5 	-0.49
350	46.6 	-0.53
351	44.7 	-0.40
352	43.7 	-0.23
353	43.1 	0.17
354	44.9 	0.59
355	47.3 	0.69
356	49.8 	0.58
357	51.5 	0.41
358	52.8 	0.20
359	53.0 	-0.15
360	51.7 	-0.36
361	50.4 	-0.38
362	49.0 	-0.21
363	48.9 	0.10
364	49.7 	0.20
365	50.3 	0.25
366	51.5 	0.23
367	52.0 	0.06
368	52.0 	0.00
369	52.0 	-0.06
370	51.6 	-0.14
371	51.0 	-0.20
372	50.1 	-0.23
373	49.3 	-0.26
374	48.3 	-0.25
375	47.5 	-0.27
376	46.3 	-0.41
377	44.5 	-0.51
378	42.7 	-0.69
379	39.6 	-1.05
380	35.1 	-1.52
381	28.7 	-2.18
382	19.4 	-1.96
383	14.6 	-0.84
384	13.3 	0.11
385	15.3 	0.81
386	19.1 	1.13
387	23.5 	1.10
388	27.1 	0.94
389	30.2 	0.83
390	33.0 	0.78
391	35.9 	0.40
392	35.9 	-0.02
393	35.7 	0.23
394	37.6 	0.52
395	39.5 	0.55
396	41.6 	0.52
397	43.2 	0.39
398	44.4 	0.31
399	45.4 	0.30
400	46.6 	0.34
