0	0.0 	0.00
1	0.0 	0.13
2	1.0 	0.33
3	2.4 	0.60
4	5.2 	0.82
5	8.3 	0.86
6	11.4 	0.71
7	13.4 	0.52
8	15.1 	0.47
9	16.8 	0.24
10	16.9 	-0.26
11	15.0 	-0.30
12	14.7 	0.00
13	15.0 	0.17
14	15.9 	0.25
15	16.8 	0.24
16	17.7 	0.21
17	18.4 	0.20
18	19.1 	0.12
19	19.2 	-0.01
20	19.0 	-0.03
21	19.0 	-0.10
22	18.3 	-0.23
23	17.3 	-0.13
24	17.3 	0.00
25	17.3 	0.02
26	17.5 	0.07
27	17.8 	0.10
28	18.2 	0.08
29	18.4 	0.00
30	18.2 	-0.20
31	16.9 	-0.28
32	16.2 	-0.37
33	14.2 	-0.45
34	12.9 	-0.26
35	12.4 	0.06
36	13.3 	0.33
37	14.8 	0.41
38	16.2 	0.35
39	17.3 	0.13
40	17.1 	-0.12
41	16.4 	-0.22
42	15.6 	-0.38
43	13.6 	-0.46
44	12.2 	-0.32
45	11.4 	-0.30
46	10.1 	-0.36
47	8.8 	-0.26
48	8.2 	-0.08
49	8.2 	-0.01
50	8.2 	0.00
51	8.2 	0.00
52	8.2 	0.00
53	8.2 	0.11
54	8.9 	0.14
55	9.2 	0.04
56	9.2 	0.00
57	9.2 	-0.07
58	8.7 	-0.14
59	8.2 	-0.07
60	8.2 	0.14
61	9.2 	0.14
62	9.2 	0.00
63	9.2 	0.14
64	10.2 	0.34
65	11.6 	0.43
66	13.3 	0.45
67	14.9 	0.47
68	16.7 	0.46
69	18.2 	0.38
70	19.4 	0.29
71	20.3 	0.30
72	21.6 	0.35
73	22.8 	0.31
74	23.8 	0.27
75	24.8 	0.32
76	26.1 	0.36
77	27.3 	0.34
78	28.6 	0.30
79	29.5 	0.27
80	30.5 	0.25
81	31.3 	0.15
82	31.6 	0.10
83	32.0 	0.14
84	32.6 	0.12
85	32.9 	0.05
86	33.0 	-0.04
87	32.6 	-0.12
88	32.2 	-0.19
89	31.3 	-0.23
